iter,train_loss,val_loss
0,0.8784066771573209,0.46470505620042485
1,0.4188745830287325,0.38843445231517154
2,0.36199413018023713,0.36348840594291687
3,0.3318800225536874,0.3403812150160472
4,0.3077368821869505,0.3344014249742031
5,0.28786570499552055,0.33093688388665515
6,0.268592099243022,0.3106934130191803
7,0.2525474484613601,0.3016317294289668
8,0.23595155490205644,0.29813114926218987
9,0.2219644513853053,0.3093072058012088
10,0.20642254945445568,0.3004300904770692
11,0.19452077927107506,0.3116182032972574
12,0.18014213379393232,0.3035294593622287
13,0.16955174291704564,0.2982535983125369
14,0.1597733882830498,0.29828803179164726
15,0.14512047449007948,0.30106071134408313
16,0.1368786131447934,0.3092296278725068
17,0.12618441221878884,0.321436728661259
18,0.11603605533216862,0.32083167880773544
19,0.10965177900296577,0.3307299353182316
20,0.09911369484789828,0.3341744064042966
21,0.08938766611700362,0.3381308534493049
22,0.08852789004115348,0.3453241903334856
23,0.0735374880518685,0.35162575791279477
24,0.07157852092480406,0.35052950742344063
25,0.06400962538541631,0.37059832115968067
26,0.05682126337543447,0.3827610754718383
27,0.05475816075155075,0.3869248454769452
28,0.04923883908765113,0.41424041986465454
29,0.04378554908598357,0.419150489072005
30,0.04311477973502367,0.4205479783316453
31,0.04263470440785935,0.4382237220803897
32,0.04728572857268947,0.435119841247797
33,0.029898917361935402,0.45785409957170486
34,0.02758932207770487,0.4462375268340111
35,0.02007392581869313,0.45793332780400914
36,0.02356996860830708,0.4630219154059887
37,0.01707648268920627,0.47650788972775143
38,0.017968400208120967,0.48884530117114383
39,0.013515596525703973,0.4920690680543582
40,0.010921368796497266,0.5191107653081417
41,0.011740455012570353,0.5413342006504536
42,0.015817379985163187,0.5392361755172411
43,0.014188082953122384,0.569805808365345
44,0.01133067429838504,0.5305559523403645
45,0.006324871230196763,0.5454064967731634
46,0.006408408856356239,0.5620724906524023
47,0.014934736915784789,0.6127338471511999
48,0.013897909322119456,0.6055670181910197
49,0.015326541345665587,0.6469639924665292
50,0.015369221637461414,0.6200663434962431
51,0.020472495811694164,0.6352288648486137
52,0.01879308380662127,0.6309221722185612
53,0.012268679488965489,0.6040093054374059
54,0.010327841482184668,0.6138256328801314
55,0.006305599560406297,0.6293008079131445
56,0.004009330823541956,0.6445010068515936
57,0.0025107824012012953,0.6223351843655109
58,0.0011363753397513102,0.6188527631262938
59,0.0009602055930720761,0.6246364116668701
60,0.0008382434149252925,0.6319977653523287
61,0.0007617320410877545,0.6368767792979876
62,0.0007111958288117014,0.6421827798088392
63,0.0006640686153835478,0.6463567291696867
64,0.0006190588821017956,0.6524556142588457
65,0.0005937344790931712,0.6585773217181364
66,0.000554161375708026,0.662613561997811
67,0.0005109668991087559,0.6668047880132993
68,0.00047968441411169206,0.6711764521896839
69,0.00045194844975374003,0.6756056472659111
70,0.0004218210419144561,0.6820422386129698
71,0.000409907605028414,0.6838361596067747
72,0.0003762842936842564,0.691731454183658
73,0.0003538551801342537,0.6917055857678255
74,0.00034016307983349294,0.6982366281251112
75,0.000322078528505641,0.7043637931346893
76,0.00029883547803694185,0.7091397655506929
77,0.00028509476892105205,0.7117384312053522
78,0.0002692929214235653,0.7137237899005413
79,0.00025649196183447667,0.7214550264179707
80,0.00023911005205554055,0.7245540221532186
81,0.00022681473854661702,0.7308953466514746
82,0.00021518371811017712,0.7358800992369652
83,0.00020016194143186402,0.739212350298961
84,0.00019109606875374199,0.74343183512489
85,0.0001802474066511074,0.7488211418191592
86,0.00016963449834680007,0.754294577986002
87,0.0001592840155663385,0.7574035637080669
88,0.00015719112041629257,0.76420583948493
89,0.00014789851512103539,0.7661153301596642
90,0.00014024036112885447,0.7713410643239816
91,0.00013115017792826735,0.776636345932881
92,0.00011919617417275886,0.7810788775483767
93,0.00011488492848311967,0.7860761669774851
94,0.00010994690424884035,0.7926053268214067
95,0.00010373128695410993,0.7929035673538843
96,9.916973942110533e-05,0.7986433766782284
97,9.35700259009188e-05,0.8040179597834746
98,8.8066177921335e-05,0.8083111979067326
99,8.144279018643886e-05,0.8108418273429076
